S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
614,SENGKANG EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2010B,From 01/6/2020 to 30/6/2023,Community,North East,"Financial assistance, bursaries & scholarships"
615,SEQUELA CHRISTI LIMITED,Registered,201828984R,Not Applicable,Religious,Christianity,Grantmaking
616,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Deregistered,S80SS0135C,Not Applicable,Community,North East,"Financial assistance, bursaries & scholarships"
617,SERENE GARDEN,Deregistered,S88CC0576F,Not Applicable,Religious,Christianity,
618,SETTLEMENT OF S.S.ABDAT DEC'D,Registered,S85CC0203F,Not Applicable,Others,General Charitable Purposes,
619,SG Eco Fund,Registered,T20CC0012E,Not Applicable,Others,Environment,Grantmaking
620,SG SERVE LTD.,Registered with IPC,201621736D,From 25/10/2022 to 24/10/2025,Health,Other Community-based Services,"Direct Services Supports other Charities Training & education Public awareness, promotion & advisory"
621,SHADDAI BAPTIST CHURCH,Registered,T00SS0030A,Not Applicable,Religious,Christianity,
622,Shan Qing Tang Temple,Registered,T02SS0108K,Not Applicable,Religious,Taoism,
623,Sharon Bible-Presbyterian Church,Registered,S86SS0061G,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Training & education"
624,SHEKINAH HARVEST CHURCH,Registered,T03SS0072F,Not Applicable,Religious,Christianity,Direct Services
625,Shekinah Joy Church,Registered,S90SS0022L,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory"
626,SHENG-TU EVANGELISTIC MISSION (SINGAPORE),Registered,S56SS0024K,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Training & education"
627,SHENTON CHARITABLE COMPANY LIMITED,Registered,200209965N,Not Applicable,Social and Welfare,Community,Supports other Charities
628,Shepherd's Assembly,Registered,S89SS0074D,Not Applicable,Religious,Christianity,Training & education
629,Shi Zhu Chinese Temple,Registered,S94SS0082F,Not Applicable,Religious,Taoism,
630,SHIRDI SAI WORSHIP CENTRE LTD.,Registered,200820782H,Not Applicable,Religious,Hinduism,Grantmaking Training & education
631,SHRIMAD RAJCHANDRA MISSION DHARAMPUR (SINGAPORE) LTD.,Registered,201721347M,Not Applicable,Religious,Others,Direct Services Supports other Charities
632,SHUI GOU GUAN TEMPLE,Registered,S94SS0019J,Not Applicable,Religious,Taoism,
633,Si Dao Feng Jiao Temple,Registered,S96SS0009C,Not Applicable,Religious,Taoism,Direct Services
634,SIAN HENG TNG TEMPLE,Registered,S88CC0558K,Not Applicable,Religious,Buddhism,
635,Sian Keng Tong Temple,Registered,S87SS0002L,Not Applicable,Religious,Taoism,
636,SIANG CHO KEONG TEMPLE,Registered,S89CC0623L,Not Applicable,Religious,Buddhism,
637,Siang San Temple Association,Registered,S93SS0096A,Not Applicable,Religious,Taoism,
638,Siddhartha Centre,Registered,S94SS0113B,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
639,SIGLAP CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2013A,From 07/1/2022 to 31/12/2023,Community,South East,"Financial assistance, bursaries & scholarships Training & education"
640,Sikh Missionary Society of Malaya,Registered,S40SS0008F,Not Applicable,Religious,Others,
641,Sikh Sewaks Singapore,Registered,S79SS0030H,Not Applicable,Religious,Others,
642,Sing Man Temple (Singapore),Registered,T08SS0124L,Not Applicable,Religious,Buddhism,Direct Services
643,"Singapore American Community Action Council, The",Registered,S73SS0043D,Not Applicable,Others,General Charitable Purposes,Direct Services
644,SINGAPORE ART SOCIETY,Registered,S61SS0099C,Not Applicable,Arts and Heritage,Visual Arts,
645,"Singapore Arts Federation, The",Registered,S67SS0028B,Not Applicable,Arts and Heritage,Others,"Financial assistance, bursaries & scholarships"
646,"SINGAPORE ASSOCIATION FOR CONTINUING EDUCATION, THE",Registered,S79SS0040B,Not Applicable,Health,Active Ageing,Training & education
647,Singapore Association for the Study of Obesity,Registered,T01SS0206D,Not Applicable,Health,Diseases/Illnessess Support Group,Training & education
648,SINGAPORE ASSOCIATION OF THE SOVEREIGN MILITARY HOSPITALLER ORDER OF ST. JOHN OF JERUSALEM,Registered,T04SS0228K,Not Applicable,Religious,Christianity,Direct Services
649,Singapore Boxing Federation,Registered,S62SS0024D,Not Applicable,Sports,NSAs,
650,Singapore Buddhist Mission,Registered,S81SS0092D,Not Applicable,Religious,Buddhism,Direct Services
651,Singapore Buddhist Youth Mission,Registered,S65SS0049J,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships Supports other Charities"
652,"Singapore Cardiac Society, The",Registered,S73SS0041A,Not Applicable,Health,,Training & education
653,Singapore Centre for Global Missions,Registered,S80SS0007L,Not Applicable,Religious,Christianity,Training & education
654,Singapore Charismatic Church,Registered,S84SS0006B,Not Applicable,Religious,Christianity,
655,"Singapore Chinese Buddhist Association, The",Registered,S61SS0035L,Not Applicable,Religious,Buddhism,Direct Services Supports other Charities Training & education
656,SINGAPORE CHINESE DANCE THEATRE,Registered with IPC,201419196W,From 17/8/2022 to 16/2/2025,Arts and Heritage,"Historical & Cultural Conservation,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education","Training & education Public awareness, promotion & advisory"
657,SINGAPORE CHINESE MUSIC FEDERATION,Registered,T14SS0001E,Not Applicable,Arts and Heritage,Music & Orchestras,
658,Singapore Chin-Kon Religious Society,Registered,S54SS0017E,Not Applicable,Religious,Others,Direct Services
659,Singapore Christian Canaan Church,Registered,S76SS0014L,Not Applicable,Religious,Christianity,Training & education
660,SINGAPORE CHRISTIAN FELLOWSHIP LTD.,Registered,197903198K,Not Applicable,Religious,Christianity,Supports other Charities Training & education
661,SINGAPORE CHRISTIAN FOUNDATION LTD.,Registered,200809850N,Not Applicable,Religious,Christianity,
662,SINGAPORE CLAN FOUNDATION,Registered with IPC,198601162H,From 04/12/2022 to 03/6/2024,Arts and Heritage,"Historical & Cultural Conservation,Training & Education","Public awareness, promotion & advisory Training & education"
663,"SINGAPORE CONTRACT BRIDGE ASSOCIATION, THE",Registered with IPC,S62SS0079J,From 29/1/2021 to 28/1/2024,Sports,NSAs,Direct Services Training & education
664,Singapore Council of Christian Churches,Registered,S61SS0153J,Not Applicable,Religious,Christianity,
665,Singapore DanceSport Federation,Registered,S87SS0059H,Not Applicable,Sports,NSAs,
666,Singapore Eye Foundation,Registered,S83SS0015F,Not Applicable,Health,Diseases/Illnessess Support Group,Direct Services Research Training & education
667,Singapore Floorball Association,Registered with IPC,S96SS0027K,From 01/1/2021 to 31/12/2023,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
668,Singapore Gospel Church,Registered,S81SS0002C,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory"
669,SINGAPORE GUJARATI HINDU ENDOWMENT TRUST,Registered,S97CC1236B,Not Applicable,Religious,Hinduism,"Financial assistance, bursaries & scholarships"
670,SINGAPORE GUJARATI SCHOOL LIMITED,Registered,199805072E,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
671,SINGAPORE HERITAGE SOCIETY,Registered with IPC,S87SS0042J,From 14/7/2021 to 13/7/2023,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory Research"
672,SINGAPORE HOSPICE COUNCIL,Registered with IPC,S95SS0013E,From 01/10/2021 to 30/9/2024,Health,"Hospice,Others","Public awareness, promotion & advisory Supports other Charities Training & education Research"
673,SINGAPORE ICE HOCKEY ASSOCIATION,Registered,T02SS0138C,From 14/9/2020 to 30/9/2021,Sports,NSAs,Direct Services
674,SINGAPORE INDIAN ASSOCIATION WELFARE FUND,Registered,S92CC0872A,Not Applicable,Social and Welfare,Community,"Financial assistance, bursaries & scholarships"
675,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,Registered with IPC,T03CC1685G,From 01/9/2022 to 31/8/2025,Others,Think Tanks,"Public awareness, promotion & advisory Research"
676,SINGAPORE INTERNATIONAL FILM FESTIVAL LTD,Registered with IPC,199404067R,From 01/10/2021 to 30/9/2023,Arts and Heritage,"Others,Visual Arts","Public awareness, promotion & advisory Training & education"
677,Singapore Jain Religious Society,Registered,S72SS0036D,Not Applicable,Religious,Others,Direct Services Supports other Charities
678,"Singapore Japanese Christian Fellowship, The",Registered,S81SS0006J,Not Applicable,Religious,Christianity,Direct Services
679,SINGAPORE KARATE-DO FEDERATION,Registered,S71SS0055B,Not Applicable,Sports,NSAs,"Public awareness, promotion & advisory"
680,Singapore Leprosy Relief Association,Registered,S61SS0121B,From 01/6/2022 to 30/11/2022,Health,Others,Direct Services
681,"SINGAPORE LSE TRUST, THE",Registered with IPC,T03CC1733C,From 01/4/2023 to 31/3/2026,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
682,SINGAPORE MODERN PENTATHLON ASSOCIATION,Registered,T09SS0030B,Not Applicable,Sports,NSAs,
683,SINGAPORE NATIONAL PARALYMPIC COUNCIL LTD.,Registered with IPC,200812207D,From 23/7/2021 to 22/7/2024,Sports,Disability Sports,"Direct Services Training & education Public awareness, promotion & advisory"
684,Singapore Nurses' Christian Fellowship,Registered,S60SS0018F,Not Applicable,Religious,Christianity,
685,Singapore Planned Families Association,Registered,S63SS0018K,Not Applicable,Social and Welfare,"Community,Disability (Children),Eldercare,Family","Public awareness, promotion & advisory Training & education"
686,Singapore Rollersports Federation,Registered,S99SS0058C,Not Applicable,Sports,NSAs,"Direct Services Public awareness, promotion & advisory"
687,SINGAPORE ROWING ASSOCIATION,Registered,S83SS0011L,Not Applicable,Sports,NSAs,
688,SINGAPORE SENIOR CITIZEN CALLIGRAPHY UNIVERSITY CENTRE LIMITED,Registered,200719102E,Not Applicable,Arts and Heritage,Others,Training & education
689,SINGAPORE SEPAKTAKRAW FEDERATION (PERSES),Registered with IPC,S60SS0012H,From 25/3/2022 to 24/3/2025,Sports,NSAs,Training & education
690,Singapore Sinhala Buddhist Association,Registered,S62SS0025L,Not Applicable,Religious,Buddhism,
691,Singapore Sport Climbing and Mountaineering Federation,Registered,S93SS0038G,Not Applicable,Sports,NSAs,Direct Services Training & education Research
692,Singapore Tao Yuan also named The World Red Swastika Society (Singapore Administration Centre),Registered,S62SS0005A,Not Applicable,Religious,Others,"Financial assistance, bursaries & scholarships Supports other Charities"
693,Singapore Weightlifting Federation,Registered with IPC,T01SS0015J,From 01/3/2021 to 29/2/2024,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
694,Singapore Wind Symphony (SWS),Registered,S92SS0102B,Not Applicable,Arts and Heritage,Music & Orchestras,Direct Services Supports other Charities
695,Singapore Women's Association (Persatuan Wanita Singapura),Registered with IPC,S54SS0010L,From 03/1/2022 to 02/1/2025,Social and Welfare,Community,"Public awareness, promotion & advisory Supports other Charities Training & education"
696,Singapore Xiangqi General Association (SIXGA),Registered,S61SS0078H,From 14/3/2019 to 13/3/2022,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
697,SINGAPORE-INDIA PARTNERSHIP FOUNDATION,Registered,200513106D,Not Applicable,Others,General Charitable Purposes,
698,SINGYOUTH HUB,Registered,T11SS0032A,Not Applicable,Others,Children/Youth,Training & education
699,Siong Leng Musical Association,Registered with IPC,S41SS0003J,From 29/4/2022 to 28/4/2024,Arts and Heritage,Traditional Ethnic Performing Arts,
700,SIR MANASSEH MEYER CHARITABLE TRUST,Registered,S89CC0636D,Not Applicable,Religious,Others,
701,SJI INTERNATIONAL BUILDING AND DEVELOPMENT FUND,Registered with IPC,T06CC1996G,From 30/9/2022 to 29/9/2025,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
702,SkillsFuture Jubilee Fund,Registered,T15CC0002L,,Others,General Charitable Purposes,Training & education
703,SMA CHARITY FUND,Registered with IPC,201305017E,From 27/12/2022 to 26/12/2025,Health,Others,"Financial assistance, bursaries & scholarships"
704,SNEC HEALTH ENDOWMENT FUND,Deregistered,T02CC1573C,Not Applicable,Health,,"Financial assistance, bursaries & scholarships Training & education"
705,SOCIAL HEALTH GROWTH LTD.,Registered with IPC,201203801G,From 19/12/2022 to 18/1/2024,Social and Welfare,"Children/Youth,Family","Direct Services Financial assistance, bursaries & scholarships Training & education"
706,SOCIETY FOR CONTINENCE (SINGAPORE),Registered with IPC,S91SS0100E,From 10/2/2023 to 09/2/2026,Health,,"Public awareness, promotion & advisory Training & education"
707,Society for Eastern Culture Studies,Registered,T02SS0042H,Not Applicable,Arts and Heritage,Training & Education,Training & education
708,SOCIETY FOR MEN'S HEALTH (SINGAPORE),Registered,S99SS0083E,Not Applicable,Health,Diseases/Illnessess Support Group,Training & education
709,Society for the Promotion of Attention Deficit Hyperactivity Disorder Research and Knowledge,Registered,T00SS0172D,Not Applicable,Social and Welfare,Support Groups,"Public awareness, promotion & advisory"
710,SOCIETY FOR WINGS,Registered with IPC,T07SS0263K,From 01/5/2021 to 31/10/2024,Social and Welfare,Community,Training & education
711,Society of the Infant Jesus (Singapore),Registered,T08SS0029L,Not Applicable,Religious,Christianity,
712,SONJA HOPE FOUNDATION LTD.,Registered,201601389E,Not Applicable,Others,Humanitarian Aid,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
713,SOON HONG KEE SCHOLARSHIP TRUST FUND,Registered,S85CC0257D,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Training & education"
714,Soon Leng Keng,Registered,S97SS0176B,Not Applicable,Religious,Taoism,
715,Soon San Teng Temple,Registered,S77SS0022G,Not Applicable,Religious,Taoism,Direct Services
716,Soon Say Keng & Reservoir Tua Pek Kong Temple,Registered,S87SS0008J,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
717,SOON THIAN KEING (TUA KONSI) LTD,Registered,198200494C,Not Applicable,Religious,Taoism,Supports other Charities
718,SOURCE OF LIGHT SOCIETY (SINGAPORE),Registered,T00SS0009E,Not Applicable,Religious,Christianity,Training & education
719,SOWCARE LTD.,Registered,201918865M,Not Applicable,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
720,SPIRIT OF ENTERPRISE,Registered with IPC,200301515E,From 07/1/2023 to 06/1/2025,Others,Children/Youth,"Financial assistance, bursaries & scholarships Training & education"
721,Sports Boules Singapore,Registered,S90SS0085G,,Sports,NSAs,Direct Services Training & education
722,SPOT ART LIMITED,Registered,201404060Z,Not Applicable,Arts and Heritage,Visual Arts,"Direct Services Public awareness, promotion & advisory"
723,Sree Gnianananda Seva Samajam,Registered,S80SS0020E,Not Applicable,Religious,Hinduism,
724,Sree Jadaah Muneeswarar Temple,Registered,S98SS0097L,Not Applicable,Religious,Hinduism,
725,Sri Krishna Mandir Welfare Society,Registered,T02SS0007A,Not Applicable,Social and Welfare,"Children/Youth,Community,Disability (Adult),Eldercare,Family","Direct Services Public awareness, promotion & advisory Training & education"
726,Sri Sathya Sai Prema Nilayam,Registered,S95SS0153E,Not Applicable,Religious,"Hinduism,Others","Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
727,"Sri Sathya Sai Society, Singapore",Registered,S75SS0055L,Not Applicable,Religious,Hinduism,
728,SRI VADAPATHIRA KALIAMMAN TEMPLE,Registered,S95CC1074E,Not Applicable,Religious,Hinduism,Direct Services
729,SSVP LTD.,Registered with IPC,201906514D,From 19/3/2022 to 18/3/2024,Social and Welfare,Family,"Financial assistance, bursaries & scholarships"
730,ST ANDREW'S CATHEDRAL CENTENARY TRUST,Registered,S84CC0031J,Not Applicable,Religious,Christianity,
731,ST GABRIEL'S FOUNDATION,Registered with IPC,200105928G,From 10/8/2022 to 09/8/2025,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Training & education"
732,St Peter's Hall,Exempt Charity,T21CC0004H,Not Applicable,Religious,Christianity,"Training & education Financial assistance, bursaries & scholarships Research"
733,ST. JOSEPH'S INSTITUTION PHILANTHROPIC FUND FOR THE LASALLIAN MISSION LTD.,Registered with IPC,201024306N,From 07/1/2020 to 06/1/2025,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Training & education"
734,STRATEGIC STUDIES FUND,Registered,T04CC1798G,From 01/8/2021 to 30/4/2022,Others,Think Tanks,Research
735,Sunshine Trust,Registered,T20CC0009E,Not Applicable,Social and Welfare,"Children/Youth,Community","Direct Services Grantmaking Financial assistance, bursaries & scholarships Supports other Charities Training & education"
736,SUPPORT FOR THE ARTS FUND,Exempt Charity with IPC,T08CC3019F,From 01/8/2020 to 31/7/2023,Arts and Heritage,"Literary Arts,Music & Orchestras,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education,Visual Arts","Public awareness, promotion & advisory"
737,SWEE KOW KUAN TEMPLE,Registered,S80SS0186B,Not Applicable,Religious,Taoism,Direct Services
738,Sze Cheng Keng Chinese Temple,Registered,T01SS0051A,Not Applicable,Religious,Taoism,Direct Services
739,Sze Hock Keng Tua Peh Kong Association,Registered,S92SS0022K,Not Applicable,Religious,Taoism,
740,T.H.E DANCE COMPANY LTD.,Registered with IPC,200818017E,From 20/2/2022 to 19/2/2024,Arts and Heritage,"Professional, Contemporary & Ethnic Dance","Direct Services Training & education Public awareness, promotion & advisory"
741,Tabernacle Bible Presbyterian Church,Registered,T05SS0089D,Not Applicable,Religious,Christianity,
742,Tabernacle of Holiness,Registered,S99SS0096J,Not Applicable,Religious,Christianity,
743,TABERNACLE OF JOY,Registered,S93SS0037L,Not Applicable,Religious,Christianity,Training & education
744,TAI KAK SEAH TEMPLE,Registered,T00CC1432H,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
745,Tai Pei Foundation,Registered,S85SS0100L,Not Applicable,Others,General Charitable Purposes,Training & education
746,TAI SENG CHRISTIAN CHURCH (C.N.E.C.) LIMITED,Registered,198404204K,Not Applicable,Religious,Christianity,Supports other Charities
747,TALENTTRUST LIMITED,Registered with IPC,201430501R,From 09/10/2021 to 08/10/2023,Others,General Charitable Purposes,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
748,Tampines Arts Troupe,Registered with IPC,S91SS0060L,From 01/10/2022 to 30/9/2024,Arts and Heritage,Traditional Ethnic Performing Arts,"Public awareness, promotion & advisory Training & education"
749,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T04CC1795H,From 01/7/2021 to 30/6/2024,Community,North East,"Financial assistance, bursaries & scholarships"
750,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S92CC0892L,From 01/7/2021 to 30/6/2024,Community,North East,"Financial assistance, bursaries & scholarships"
751,Tampines Chinese Temple,Registered,S86SS0047F,Not Applicable,Religious,Taoism,Supports other Charities
752,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S89CC0709A,From 01/7/2021 to 30/6/2024,Community,North East,"Financial assistance, bursaries & scholarships"
753,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T04CC1832C,From 01/7/2021 to 30/6/2024,Community,North East,"Financial assistance, bursaries & scholarships"
754,TAMPINES WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S92CC0903H,From 01/7/2021 to 30/6/2024,Community,North East,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
755,TAN CHAY BING EDUCATION FUND,Registered,T03CC1710E,Not Applicable,Education,Foundations & Trusts,
756,TAN JOO KEE SCHOLARSHIP FUND,Registered,S91CC0788H,Not Applicable,Education,Foundations & Trusts,
757,TAN KAH KEE FOUNDATION,Registered with IPC,198200465N,From 01/7/2022 to 30/6/2023,Education,"Foundations & Trusts,Local Educational Institutions/Funds","Financial assistance, bursaries & scholarships Training & education"
758,Tan Kah Kee International Society,Registered,S96SS0121C,Not Applicable,Education,Others,"Financial assistance, bursaries & scholarships"
759,TAN MOK KOON CHARITY FUND LIMITED,Registered,201534719N,Not Applicable,Social and Welfare,Community,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
760,Tang Gah Beo,Registered,S98SS0133K,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
761,T'ANG QUARTET LIMITED,Registered,200102183D,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
762,TANG RENAISSANCE,Registered with IPC,201630110G,From 27/2/2023 to 26/2/2025,Arts and Heritage,Traditional Ethnic Performing Arts,"Training & education Public awareness, promotion & advisory"
763,TANJONG PAGAR-TIONG BAHRU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0364F,From 01/1/2022 to 31/12/2024,Community,Central,"Financial assistance, bursaries & scholarships"
764,Taoist Federation (Singapore),Registered,S90SS0063E,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory Supports other Charities"
765,TAS THEATRE COMPANY SINGAPORE LIMITED,Registered,199306174Z,Not Applicable,Arts and Heritage,Traditional Ethnic Performing Arts,
766,TASEK JURONG LIMITED,Registered with IPC,201437089G,From 21/12/2021 to 20/12/2023,Social and Welfare,"Community,Support Groups","Grantmaking Financial assistance, bursaries & scholarships Training & education"
767,TEATER EKAMATRA LTD.,Registered,201130737W,Not Applicable,Arts and Heritage,Theatre & Dramatic Arts,
768,TECHNICAL EDUCATION PROMOTION FUND,Deregistered,S93CC0986H,Not Applicable,Education,Local Educational Institutions/Funds,"Public awareness, promotion & advisory"
769,"Teck Ghee Community Development, Welfare And Building Fund",Registered,T14CC0001K,Not Applicable,Community,Central,"Financial assistance, bursaries & scholarships"
770,TEEN CHALLENGE ENTERPRISES LTD.,Registered,200306056R,Not Applicable,Social and Welfare,"Children/Youth,Community",Direct Services
771,TELOK BLANGAH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S85CC0267J,From 01/4/2021 to 31/3/2024,Community,South West,"Financial assistance, bursaries & scholarships"
772,Telugu Methodist Church (Singapore),Registered,T09CC0011D,Not Applicable,Religious,Christianity,
773,"Temple of Liang Hong Sze, Kong Hock Keng and Heap Hoe Keng, The",Registered,S75SS0020E,Not Applicable,Religious,Taoism,Direct Services
774,Tenrikyo Mission Center in Singapore,Registered,S71SS0034G,Not Applicable,Religious,Others,Direct Services Training & education
775,Teong Siew Kuan Temple Association,Registered,S86SS0012L,Not Applicable,Religious,Taoism,
776,TFA LALITA KALA COMPANY,Registered with IPC,200410925C,From 01/3/2022 to 29/2/2024,Arts and Heritage,Traditional Ethnic Performing Arts,
777,THE A CAPPELLA SOCIETY LTD.,Registered,200721181D,Not Applicable,Arts and Heritage,Music & Orchestras,"Public awareness, promotion & advisory Training & education"
778,"THE BRETHREN CHAPEL, LTD",Registered,197802906K,Not Applicable,Religious,Christianity,
779,The Derek Hewett Foundation 2009,Registered,T10CC0003D,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
780,The Friends of The University of Warwick in Singapore,Deregistered,T14CC0003B,From 13/6/2019 to 12/6/2022,Education,"Foreign Educational Institutions/Funds,Foundations & Trusts",Training & education
781,"The Gideons International, Singapore",Registered,S64SS0030B,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory"
782,"THE GRACE FOUNDATION, BY DRS MICHAEL AND PEGGY TAN LTD.",Registered,201540770E,Not Applicable,Others,"Children/Youth,General Charitable Purposes,Humanitarian Aid","Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
783,THE HAGUE INTERNATIONAL MODEL UNITED NATIONS LIMITED,Registered,200507109D,Not Applicable,Others,General Charitable Purposes,
784,THE HIDING PLACE (CHRISTIAN HOME MISSION) LTD,Registered,198301684W,Not Applicable,Social and Welfare,"Community,Family,Support Groups",
785,THE ISLAND FOUNDATION LTD.,Registered,201011968M,Not Applicable,Others,General Charitable Purposes,Direct Services Training & education
786,The Lady Superior of the Convent of the Holy Infant Jesus in Penang,Exempt Charity,T08CC4010L,Not Applicable,Religious,"Christianity,Environment",Supports other Charities Training & education
787,THE LIVING WAY CHURCH LTD.,Registered,200300692M,Not Applicable,Religious,Christianity,
788,THE LOCAL SPIRITUAL ASSEMBLY O F THE BAHA'IS OF KATONG LTD,Registered,197901873Z,Not Applicable,Religious,Others,Training & education
789,THE LOCAL SPIRITUAL ASSEMBLY O F THE BAHA'IS OF QUEENSTOWN LTD,Registered,197901520Z,Not Applicable,Religious,Others,
790,THE LOCAL SPIRITUAL ASSEMBLY O F THE BAHA'IS OF SERANGOON LTD,Registered,197901519E,Not Applicable,Religious,Others,
791,THE LOCAL SPIRITUAL ASSEMBLY OF THE BAHA'IS OF MACPHERSON LTD,Registered,197901446R,Not Applicable,Religious,Others,
792,THE MORAL CHILDCARE CENTRE,Registered,S91CC0828B,Not Applicable,Social and Welfare,Children/Youth,
793,"The Music Society, Singapore",Registered,T13SS0023B,Not Applicable,Arts and Heritage,"Music & Orchestras,Training & Education","Direct Services Public awareness, promotion & advisory Training & education"
794,THE OBSERVATORY MUSIC LTD.,Registered,201102790R,Not Applicable,Arts and Heritage,Music & Orchestras,"Public awareness, promotion & advisory Research"
795,THE OPERA PEOPLE LTD.,Registered,201822805M,Not Applicable,Arts and Heritage,Music & Orchestras,"Public awareness, promotion & advisory Training & education"
796,THE PEOPLES PRESBYTERIAN CHURCH,Registered,T12SS0056L,Not Applicable,Religious,Christianity,Direct Services
797,THE PRIVATE MUSEUM LTD.,Registered with IPC,201005410R,From 03/5/2022 to 02/5/2024,Arts and Heritage,"Historical & Cultural Conservation,Visual Arts","Public awareness, promotion & advisory"
798,THE RED PENCIL (SINGAPORE),Registered with IPC,201113675E,From 03/5/2022 to 02/11/2024,Social and Welfare,"Community,Disability (Adult),Disability (Children),Eldercare,Family,Support Groups","Direct Services Research Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
799,The Shepherd's Tabernacle,Registered,T00SS0196J,Not Applicable,Religious,Christianity,Direct Services
800,THE SILVER LINING COMMUNITY SERVICES LTD.,Registered,201021112E,Not Applicable,Social and Welfare,Community,Training & education
801,THE SINGAPORE LEPROSY MISSION LTD.,Registered,200408190M,Not Applicable,Health,Others,
802,THE SINGAPORE YOUTH CHOIR LTD,Registered,199908127D,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
803,THE TADA TETSUYA SHUSHIN FOUNDATION,Deregistered,T09CC0005E,Not Applicable,Others,General Charitable Purposes,
804,THE UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,Registered,199900175N,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
805,THE WAN BOO SOW CHARITY FUND LIMITED,Registered with IPC,200509963D,From 11/6/2021 to 10/12/2023,Social and Welfare,Community,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
806,THE WAY CHURCH LIMITED,Registered,197902947R,Not Applicable,Religious,Christianity,Direct Services Supports other Charities
807,THE WP COMMUNITY FUND,Registered,201401272N,Not Applicable,Social and Welfare,"Children/Youth,Community,Disability (Adult),Disability (Children),Eldercare,Family,Support Groups","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
808,Thiam Hock Keng Temple,Registered,S87SS0032D,Not Applicable,Religious,Taoism,
809,Thian Leng Chong Toh Tong,Registered,S61SS0096D,Not Applicable,Religious,Taoism,
810,THONG CHAI INSTITUTE OF MEDICAL RESEARCH,Registered with IPC,200311661W,From 18/4/2022 to 17/4/2025,Health,TCM Clinic,Training & education Research
811,THREE LEGS GOOD,Deregistered,T12SS0217B,Not Applicable,Others,Animal Welfare,"Public awareness, promotion & advisory Supports other Charities"
812,Tian Gong Tan Temple,Registered,S88SS0030F,Not Applicable,Religious,Taoism,
