S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
609,Sattha Puchaniyaram Buddhist Temple,Registered,S65SS0029K,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
610,SCCCI CHINESE ENTREPRENEURIAL CULTURE FOUNDATION,Registered with IPC,201911451D,From 16/12/2021 to 15/12/2023,Arts and Heritage,Historical & Cultural Conservation,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education Research"
611,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",Registered with IPC,200903483M,From 19/4/2023 to 18/4/2025,Education,Local Educational Institutions/Funds,Training & education
612,SCIENCE CENTRE BOARD SPONSORSHIP FUND,Exempt Charity with IPC,T08CC3014D,From 01/4/2022 to 31/3/2027,Education,Local Educational Institutions/Funds,"Direct Services Public awareness, promotion & advisory Training & education"
613,Securities Investors Association (Singapore),Registered with IPC,S99SS0111B,From 06/8/2021 to 05/8/2024,Others,General Charitable Purposes,"Public awareness, promotion & advisory Training & education Research"
614,Sembawang Bible-Presbyterian Church,Registered,S86SS0059C,Not Applicable,Religious,Christianity,Direct Services Training & education
615,Sembawang Family Service Centre,Registered with IPC,T11SS0143D,From 01/4/2022 to 31/3/2025,Social and Welfare,Family,Direct Services
616,Sembawang God of Wealth Temple,Registered,S99SS0006H,Not Applicable,Religious,Taoism,Direct Services
617,SEMBAWANG PRESBYTERIAN CHURCH,Registered,S91SS0065B,Not Applicable,Religious,Christianity,Supports other Charities Training & education
618,SENGKANG METHODIST CHURCH,Registered,T00CC1467C,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
619,Serangoon Moral Family Service Centre,Registered with IPC,S99SS0090L,From 01/7/2020 to 30/6/2023,Social and Welfare,Family,"Direct Services Financial assistance, bursaries & scholarships"
620,Seu Teck Sean Tong Yiang Sin Sia,Registered,S63SS0029L,Not Applicable,Religious,Taoism,"Financial assistance, bursaries & scholarships Supports other Charities"
621,SEVENTH-DAY ADVENTIST CONFERENCE (SINGAPORE),Registered,S96SS0003E,Not Applicable,Religious,Christianity,
622,Seventy Times Seven,Registered with IPC,T09CC0007H,From 01/10/2020 to 30/9/2023,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
623,Shalom Bible-Presbyterian Church,Registered,S86SS0060L,Not Applicable,Religious,Christianity,
624,Shan You,Registered with IPC,S95SS0103B,From 02/12/2021 to 01/12/2023,Health,Others; Mental Health,"Direct Services Training & education Public awareness, promotion & advisory"
625,SHARED SERVICES FOR CHARITIES LIMITED,Registered with IPC,200823086Z,From 10/7/2022 to 09/7/2025,Others,General Charitable Purposes,Direct Services Supports other Charities
626,Sheng Hong Temple,Registered,S76SS0006J,Not Applicable,Religious,"Buddhism,Taoism","Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
627,SHENTON CHARITABLE COMPANY LIMITED,Registered,200209965N,Not Applicable,Social and Welfare,Community,Supports other Charities
628,SHINE Children and Youth Services,Registered with IPC,S76SS0021F,From 01/4/2023 to 31/7/2026,Social and Welfare,Children/Youth,"Direct Services Financial assistance, bursaries & scholarships Training & education Research"
629,Shinnyo-En Singapore,Registered,S90SS0013B,Not Applicable,Religious,Buddhism,
630,SHREE LAKSHMINARAYAN TEMPLE,Registered,S67SS0019D,Not Applicable,Religious,Hinduism,"Direct Services Financial assistance, bursaries & scholarships"
631,Sian Chay Medical Institution,Registered with IPC,S62SS0055D,From 01/7/2021 to 30/6/2023,Health,TCM Clinic,Direct Services
632,SIKH WELFARE COUNCIL,Registered with IPC,S98SS0018L,From 01/2/2022 to 31/1/2025,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
633,SIM PEOPLE DEVELOPMENT FUND LIMITED,Registered with IPC,202034234Z,From 10/3/2023 to 09/3/2026,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
634,Singapore After-Care Association,Registered with IPC,S61SS0083L,From 01/10/2020 to 30/9/2023,Social and Welfare,"Children/Youth,Community","Direct Services Public awareness, promotion & advisory Training & education Research"
635,"Singapore American Community Action Council, The",Registered,S73SS0043D,Not Applicable,Others,General Charitable Purposes,Direct Services
636,Singapore Anti-Narcotics Association,Registered with IPC,S72SS0018H,From 01/11/2022 to 31/5/2025,Social and Welfare,"Children/Youth,Community,Family,Support Groups",Direct Services
637,"SINGAPORE ASSOCIATION FOR THE DEAF, THE",Registered with IPC,S62SS0061C,From 01/7/2021 to 30/6/2024,Social and Welfare,Disability (Adult),"Direct Services Training & education Public awareness, promotion & advisory"
638,Singapore Association of the Visually Handicapped,Registered with IPC,S61SS0119J,From 01/1/2023 to 31/12/2023,Social and Welfare,"Disability (Adult),Disability (Children)","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
639,SINGAPORE ATHLETIC ASSOCIATION,Registered with IPC,S63SS0015L,From 02/2/2021 to 01/2/2024,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
640,Singapore Badminton Association,Registered with IPC,S61SS0032A,From 07/4/2021 to 06/4/2024,Sports,NSAs,Training & education
641,SINGAPORE BALLET LIMITED,Registered with IPC,198702432N,From 02/6/2022 to 01/6/2023,Arts and Heritage,"Professional, Contemporary & Ethnic Dance",Direct Services
642,Singapore Baptist Church,Registered,S60SS0024E,Not Applicable,Religious,Christianity,Supports other Charities Training & education
643,SINGAPORE BIBLE COLLEGE,Registered,S91CC0796K,Not Applicable,Religious,Christianity,Training & education
644,SINGAPORE BOOK COUNCIL LIMITED,Registered with IPC,201805935W,From 20/12/2022 to 19/12/2023,Arts and Heritage,Literary Arts,Training & education
645,Singapore Bowling Federation,Registered with IPC,S66SS0011J,From 19/9/2021 to 18/9/2024,Sports,NSAs,
646,"SINGAPORE BUDDHA SASANA SOCIETY, THE (SAKYA TENPHEL LING)",Registered,S65SS0016F,Not Applicable,Religious,Buddhism,"Direct Services Public awareness, promotion & advisory"
647,"Singapore Buddhist Federation, The",Registered,S64SS0008K,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
648,Singapore Buddhist Free Clinic,Registered with IPC,S69SS0009J,From 01/10/2021 to 30/9/2024,Health,TCM Clinic,Direct Services
649,Singapore Buddhist Lodge Education Foundation,Registered with IPC,S96SS0013K,From 01/9/2022 to 31/8/2025,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
650,Singapore Buddhist Lodge Welfare Foundation,Registered with IPC,S96SS0012C,From 01/6/2021 to 29/2/2024,Social and Welfare,Community,"Financial assistance, bursaries & scholarships"
651,Singapore Buddhist Welfare Services,Registered with IPC,S81SS0060H,From 01/7/2022 to 31/1/2024,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships Training & education"
652,Singapore Buddhist Youth Mission,Registered,S65SS0049J,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships Supports other Charities"
653,SINGAPORE BUSINESS FEDERATION FOUNDATION LIMITED,Registered with IPC,201316694R,From 16/7/2021 to 15/7/2024,Others,General Charitable Purposes,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
654,SINGAPORE CANOE FEDERATION,Registered with IPC,S71SS0035C,From 01/4/2021 to 31/3/2024,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
655,"Singapore Cardiac Society, The",Registered,S73SS0041A,Not Applicable,Health,,Training & education
656,Singapore Chee Hoon Kog Moral Promotion Society,Registered,S82SS0013J,Not Applicable,Religious,Others,"Direct Services Financial assistance, bursaries & scholarships"
657,SINGAPORE CHESS FEDERATION (PERSEKUTUAN CHATUR SINGAPURA),Registered with IPC,S61SS0094A,From 24/6/2022 to 23/6/2025,Sports,NSAs,Training & education
658,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,Registered with IPC,196600028C,From 01/1/2021 to 31/12/2023,Others,General Charitable Purposes,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
659,SINGAPORE CHINESE CULTURAL CENTRE,Registered with IPC,201309577Z,From 01/2/2023 to 31/1/2026,Arts and Heritage,"Historical & Cultural Conservation,Literary Arts,Music & Orchestras,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Visual Arts","Direct Services Public awareness, promotion & advisory"
660,SINGAPORE CHINESE DANCE THEATRE,Registered with IPC,201419196W,From 17/8/2022 to 16/2/2025,Arts and Heritage,"Historical & Cultural Conservation,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education","Training & education Public awareness, promotion & advisory"
661,Singapore Christian Canaan Church,Registered,S76SS0014L,Not Applicable,Religious,Christianity,Training & education
662,SINGAPORE CLAN FOUNDATION,Registered with IPC,198601162H,From 04/12/2022 to 03/6/2024,Arts and Heritage,"Historical & Cultural Conservation,Training & Education","Public awareness, promotion & advisory Training & education"
663,Singapore Council of Women's Organisations,Registered with IPC,S80SS0026C,From 03/5/2023 to 02/5/2025,Social and Welfare,Family,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Research"
664,"Singapore Cricket Association, The",Registered,S65SS0010H,Not Applicable,Sports,NSAs,Training & education
665,SINGAPORE CYCLING FEDERATION,Registered with IPC,S58SS0009A,From 01/12/2022 to 30/11/2025,Sports,NSAs,"Direct Services Public awareness, promotion & advisory Training & education"
666,Singapore Disability Sports Council,Registered with IPC,S73SS0035B,From 27/12/2020 to 26/12/2023,Sports,"Disability Sports,NSAs",Training & education
667,Singapore Dragon Boat Association,Registered with IPC,S87SS0101F,From 01/1/2021 to 31/12/2023,Sports,NSAs,
668,SINGAPORE ENVIRONMENT COUNCIL,Registered with IPC,199507762R,From 01/9/2021 to 31/8/2023,Others,Environment,"Public awareness, promotion & advisory Training & education"
669,Singapore Golf Association,Registered with IPC,S61SS0189L,From 13/4/2021 to 12/4/2024,Sports,NSAs,Direct Services Training & education
670,SINGAPORE GOSPEL HALLS (HOKKIEN SPEAKING ASSEMBLY) LTD.,Registered,198702670M,Not Applicable,Religious,Christianity,
671,SINGAPORE GYMNASTICS,Registered with IPC,T03SS0136E,From 26/10/2022 to 25/10/2025,Sports,NSAs,
672,Singapore Hockey Federation,Registered with IPC,S92SS0120J,From 31/3/2021 to 30/3/2024,Sports,NSAs,"Public awareness, promotion & advisory"
673,SINGAPORE HOSPICE COUNCIL,Registered with IPC,S95SS0013E,From 01/10/2021 to 30/9/2024,Health,"Hospice,Others","Public awareness, promotion & advisory Supports other Charities Training & education Research"
674,Singapore Ice Skating Association,Registered with IPC,S98SS0168E,From 01/1/2021 to 31/12/2023,Sports,NSAs,"Direct Services Public awareness, promotion & advisory Training & education"
675,Singapore Indian Education Trust,Registered,S67SS0016E,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
676,"Singapore Indian Fine Arts Society, The",Registered,S62SS0048J,Not Applicable,Arts and Heritage,"Music & Orchestras,Professional, Contemporary & Ethnic Dance,Traditional Ethnic Performing Arts,Training & Education,Visual Arts","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
677,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS,Registered,S62SS0073L,Not Applicable,Others,Think Tanks,"Public awareness, promotion & advisory Research"
678,SINGAPORE INTERNATIONAL FILM FESTIVAL LTD,Registered with IPC,199404067R,From 01/10/2021 to 30/9/2023,Arts and Heritage,"Others,Visual Arts","Public awareness, promotion & advisory Training & education"
679,SINGAPORE JEWISH CHARITIES TRUST FUND,Registered,S86CC0396B,Not Applicable,Religious,Others,"Financial assistance, bursaries & scholarships"
680,Singapore Life Church,Registered,S61SS0180C,Not Applicable,Religious,Christianity,Direct Services Training & education
681,"Singapore Life Saving Society, The",Registered,S67SS0031B,From 16/9/2021 to 15/9/2022,Sports,NSAs,"Public awareness, promotion & advisory"
682,"SINGAPORE LSE TRUST, THE",Registered with IPC,T03CC1733C,From 01/4/2023 to 31/3/2026,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
683,SINGAPORE MILLENNIUM FOUNDATION LIMITED,Deregistered,200102355R,Not Applicable,Others,Think Tanks,
684,SINGAPORE NATIONAL PARALYMPIC COUNCIL LTD.,Registered with IPC,200812207D,From 23/7/2021 to 22/7/2024,Sports,Disability Sports,"Direct Services Training & education Public awareness, promotion & advisory"
685,SINGAPORE OLYMPIC FOUNDATION,Registered with IPC,201003786C,From 12/3/2022 to 11/3/2025,Sports,Non-NSAs,"Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
686,SINGAPORE POLYTECHNIC ENDOWMENT FUND,Exempt Charity with IPC,T08CC3015L,From 01/4/2021 to 31/3/2026,Education,Local Educational Institutions/Funds,Training & education
687,SINGAPORE REPERTORY THEATRE LTD,Registered with IPC,199301614N,From 01/10/2021 to 30/9/2023,Arts and Heritage,Theatre & Dramatic Arts,Direct Services
688,SINGAPORE RUGBY UNION,Registered,S66SS0003G,Not Applicable,Sports,NSAs,Training & education
689,Singapore Sailing Federation,Registered with IPC,S66SS0013A,From 25/5/2022 to 24/5/2025,Sports,NSAs,Training & education
690,"SINGAPORE SCOUT ASSOCIATION, THE",Registered with IPC,S85CC0196D,From 01/9/2022 to 31/8/2025,Education,Uniformed Groups,Training & education
691,"Singapore Shooting Association, The",Registered with IPC,S65SS0039D,From 27/12/2020 to 26/12/2023,Sports,NSAs,
692,Singapore Silat Federation,Registered with IPC,S76SS0039A,From 11/2/2022 to 10/2/2024,Sports,NSAs,"Direct Services Public awareness, promotion & advisory Training & education"
693,SINGAPORE SQUASH RACKETS ASSOCIATION,Registered with IPC,S70SS0024H,From 12/4/2022 to 19/3/2025,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
694,Singapore Table Tennis Association,Registered with IPC,S65SS0005E,From 20/2/2021 to 19/2/2024,Sports,NSAs,Training & education
695,Singapore Taekwondo Federation,Registered,S74SS0031A,From 12/3/2021 to 11/3/2022,Sports,NSAs,Direct Services Training & education
696,SINGAPORE TAXI ACADEMY,Registered,200306728C,Not Applicable,Others,General Charitable Purposes,"Direct Services Research Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
697,SINGAPORE TECHNOLOGIES ENDOWMENT PROGRAMME LIMITED,Deregistered,199703832N,Not Applicable,Others,Children/Youth,
698,Singapore Tennis Association,Registered with IPC,S62SS0049E,From 23/5/2022 to 21/4/2025,Sports,NSAs,Training & education
699,SINGAPORE TEOCHEW FOUNDATION LIMITED,Registered,201027503Z,Not Applicable,Social and Welfare,Community,"Financial assistance, bursaries & scholarships Supports other Charities"
700,"Singapore Thomson Road Baptist Church, The",Registered,S68SS0003F,Not Applicable,Religious,Christianity,Direct Services
701,SINGAPORE TYLER PRINT INSTITUTE,Registered with IPC,200008878C,From 01/11/2022 to 31/10/2025,Arts and Heritage,Visual Arts,"Public awareness, promotion & advisory"
702,Singapore Urological Association,Registered,S86SS0015K,Not Applicable,Health,,"Public awareness, promotion & advisory Training & education"
703,SINGAPORE WUSHU DRAGON & LION DANCE FEDERATION,Registered with IPC,S68SS0017F,From 08/6/2020 to 30/6/2023,Sports,NSAs,Training & education
704,Singapore Youth for Christ,Registered,S60SS0017K,Not Applicable,Religious,Christianity,Direct Services
705,SING'THEATRE LTD.,Registered with IPC,200615018Z,From 01/9/2022 to 28/2/2025,Arts and Heritage,Theatre & Dramatic Arts,
706,Siong Leng Musical Association,Registered with IPC,S41SS0003J,From 29/4/2022 to 28/4/2024,Arts and Heritage,Traditional Ethnic Performing Arts,
707,SJI INTERNATIONAL BUILDING AND DEVELOPMENT FUND,Registered with IPC,T06CC1996G,From 30/9/2022 to 29/9/2025,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
708,SNEC HEALTH ENDOWMENT FUND,Deregistered,T02CC1573C,Not Applicable,Health,,"Financial assistance, bursaries & scholarships Training & education"
709,SNEC HEALTH RESEARCH ENDOWMENT FUND,Registered with IPC,T02CC1574K,From 01/4/2021 to 31/3/2024,Health,,Training & education Research
710,SOCIETY FOR CONTINENCE (SINGAPORE),Registered with IPC,S91SS0100E,From 10/2/2023 to 09/2/2026,Health,,"Public awareness, promotion & advisory Training & education"
711,Society for The Aged Sick,Registered with IPC,S68SS0022J,From 01/9/2021 to 31/8/2024,Health,Nursing Home,Direct Services
712,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",Registered with IPC,S61SS0060B,From 01/1/2021 to 31/12/2023,Others,Animal Welfare,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
713,SOCIETY FOR WINGS,Registered with IPC,T07SS0263K,From 01/5/2021 to 31/10/2024,Social and Welfare,Community,Training & education
714,SOCIETY OF JESUS (SINGAPORE) LIMITED,Registered,201133829K,Not Applicable,Religious,Christianity,Direct Services
715,Society of Sheng Hong Welfare Services,Registered with IPC,T00SS0066C,From 01/1/2022 to 31/12/2023,Social and Welfare,"Children/Youth,Community,Eldercare,Family",Direct Services
716,Society of St. Vincent De Paul (National Council of Singapore),Registered,S61SS0149B,Not Applicable,Social and Welfare,"Children/Youth,Community,Family","Direct Services Financial assistance, bursaries & scholarships"
717,SOSD,Registered with IPC,T12SS0058C,From 25/7/2022 to 24/7/2024,Others,Animal Welfare,
718,SOUTH CENTRAL COMMUNITY FAMILY SERVICE CENTRE LIMITED,Registered with IPC,201301276N,From 01/1/2021 to 31/12/2023,Social and Welfare,"Community,Family","Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Research"
719,SPECIAL NEEDS TRUST COMPANY LIMITED,Registered with IPC,200812120W,From 01/8/2022 to 31/7/2025,Social and Welfare,"Community,Disability (Adult),Disability (Children)",Direct Services
720,"SPECIAL OLYMPICS ASIA PACIFIC, LTD.",Registered,200906631E,Not Applicable,Sports,Non-NSAs,"Research Supports other Charities Training & education Public awareness, promotion & advisory"
721,"Special Olympics, Singapore",Registered with IPC,S91SS0003B,From 01/8/2021 to 31/7/2024,Sports,"Disability Sports,NSAs","Public awareness, promotion & advisory Training & education"
722,SPH FOUNDATION LIMITED,Registered with IPC,200300910M,From 01/11/2021 to 31/7/2023,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
723,SPIRITUAL GRACE PRESBYTERIAN CHURCH,Registered,T12SS0133D,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
724,SREE MAHA MARIAMMAN TEMPLE,Registered,S65SS0041H,Not Applicable,Religious,Hinduism,Direct Services Research
725,Sree Ramar Temple,Registered,S93SS0050E,Not Applicable,Religious,Hinduism,
726,SRI KRISHNAN TEMPLE,Registered,S91CC0832J,Not Applicable,Religious,Hinduism,"Direct Services Financial assistance, bursaries & scholarships"
727,"Sri Sathya Sai Society, Singapore",Registered,S75SS0055L,Not Applicable,Religious,Hinduism,
728,SRI SENPAGA VINAYAGAR TEMPLE,Registered,T02CC1612A,Not Applicable,Religious,Hinduism,Direct Services
729,Sri Siva Durga Temple,Registered,S65SS0034B,Not Applicable,Religious,Hinduism,"Financial assistance, bursaries & scholarships"
730,Sri Siva Krishna Temple,Registered,S70SS0003B,Not Applicable,Religious,Hinduism,Direct Services
731,SRI VADAPATHIRA KALIAMMAN TEMPLE,Registered,S95CC1074E,Not Applicable,Religious,Hinduism,Direct Services
732,SRI VEERAMAKALIAMMAN TEMPLE,Registered,S88CC0586L,Not Applicable,Religious,Hinduism,Direct Services
733,SSP Financial Assistance Fund,Registered with IPC,T12CC0006B,From 01/8/2021 to 31/7/2023,Sports,Non-NSAs,"Financial assistance, bursaries & scholarships Training & education"
734,SSVP LTD.,Registered with IPC,201906514D,From 19/3/2022 to 18/3/2024,Social and Welfare,Family,"Financial assistance, bursaries & scholarships"
735,ST ANDREW'S CATHEDRAL CENTENARY TRUST,Registered,S84CC0031J,Not Applicable,Religious,Christianity,
736,ST ANDREW'S CATHEDRAL MANDARIN CONGREGATION,Exempt Charity,T08CC4056G,Not Applicable,Religious,Christianity,
737,St Andrew's Community Chapel,Exempt Charity,T08CC4074C,Not Applicable,Religious,Christianity,
738,St George's Church,Exempt Charity,T08CC4075K,Not Applicable,Religious,Christianity,
739,St Hilda's Church,Exempt Charity,T08CC4076F,Not Applicable,Religious,Christianity,Training & education
740,St James' Church,Exempt Charity,T08CC4077B,Not Applicable,Religious,Christianity,Direct Services
741,St John's Chapel,Exempt Charity,T08CC4079E,Not Applicable,Religious,Christianity,Direct Services
742,St Matthew’s Church,Exempt Charity,T08CC4081J,Not Applicable,Religious,Christianity,Direct Services
743,ST PAUL'S CHURCH,Exempt Charity,T08CC4082E,Not Applicable,Religious,Christianity,
744,St Peter's Church,Exempt Charity,T08CC4083A,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships"
745,ST. GALLEN-SINGAPORE FOUNDATION LIMITED,Registered,201722525K,Not Applicable,Others,General Charitable Purposes,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
746,St. Hilda's Community Services Centre,Registered with IPC,T01SS0118K,From 01/12/2021 to 31/8/2023,Health,"Other Community-based Services,Active Ageing,Mental Health,Home Care,Day Rehabilitation Centre",Direct Services
747,St. John Singapore,Registered with IPC,S70SS0009L,From 01/7/2021 to 30/6/2024,Health,Others,Training & education
748,St. John's Home for Elderly Persons,Registered with IPC,S61SS0176G,From 01/4/2022 to 31/3/2026,Social and Welfare,"Eldercare,Support Groups",Direct Services
749,STROKE SUPPORT STATION,Registered with IPC,201503222G,From 15/6/2021 to 14/6/2024,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory Training & education"
750,Sukyo Mahikari Singapore,Registered,S82SS0064H,Not Applicable,Religious,Others,
751,SUN YAT SEN NANYANG MEMORIAL HALL COMPANY LIMITED,Registered,199704070D,Not Applicable,Arts and Heritage,Historical & Cultural Conservation,
752,SUN-DAC,Registered with IPC,S93SS0060K,From 01/4/2022 to 31/12/2024,Social and Welfare,Disability (Adult),"Direct Services Public awareness, promotion & advisory Training & education"
753,SUSTAINABLE FINANCE INSTITUTE ASIA LIMITED,Registered,202017347M,Not Applicable,Others,General Charitable Purposes,"Public awareness, promotion & advisory Training & education"
754,S-Word Evangelical Free Church,Registered,T02SS0195A,Not Applicable,Religious,Christianity,Supports other Charities
